,sampno,speed,acceleration,angle,smooth,Id1,longitude,latitude,difTempsSec,moyenT,altitude,StoopMoove,StopMoove1,DebFin
0,8507392,12.1999998092651,-0.07784003181457573,186.27547206823934,13.600000063578264,0,2.078366,48.992353,5.0,1,241.399993896484,1,1,0
1,8507392,13.3000001907349,0.06116002120972092,186.28703983209132,13.0333334604899,0,2.078768,48.992389,5.0,1,240.699996948242,1,1,0
2,8507392,10.5,-0.15568001060486045,186.2993912096116,12.0,0,2.079054,48.992354,5.0,1,245.199996948242,1,1,0
3,8507392,6.0,0.1834799973487852,186.32219833707074,3.5999999841054287,1,2.079334,48.992409,5.0,1,277.399993896484,1,1,0
4,8507392,6.0,0.0,186.31530713508218,4.900000015894573,1,2.079055,48.992399,15.0,1,281.100006103516,1,1,0
5,8507392,12.8999996185303,0.3836399787902847,186.30419301789647,8.299999872843433,1,2.078807,48.992552,5.0,1,278.70001220703097,1,1,0
6,8507392,17.5,0.2557600212097153,186.29008267450274,12.133333206176767,1,2.0785400000000003,48.99283300000001,5.0,1,277.0,1,1,0
7,8507392,15.8999996185303,-0.0889600212097152,186.27395975292404,15.4333330790202,1,2.078259,48.993127,5.0,1,273.70001220703097,1,1,0
8,8507392,15.5,-0.02223997879028481,186.25759473746209,16.299999872843433,1,2.0779970000000003,48.993405,5.0,1,273.399993896484,1,1,0
9,8507392,9.80000019073486,-0.31691998939514177,186.2430757032401,13.733333269755054,1,2.077754,48.993623,5.0,1,274.70001220703097,1,1,0
10,8507392,15.8999996185303,-0.13899999999999987,186.26147704355458,17.4666665395101,2,2.077993,48.992349,5.0,1,246.100006103516,1,1,0
11,8507392,13.0,-0.1612399787902848,186.2763223549732,15.766666412353532,2,2.078411,48.992367,5.0,1,245.100006103516,1,1,0
12,8507392,13.1000003814697,0.0055600212097153285,186.2883684710257,14.0,2,2.0787720000000003,48.992383,5.0,1,244.699996948242,1,1,0
13,8507392,10.1999998092651,-0.16124003181457575,186.2987082758613,12.100000063578264,2,2.079144,48.9924,5.0,1,242.800003051758,1,1,0
14,8507392,6.099999904632571,-0.22795999469756864,186.3091629185999,9.80000003178912,2,2.079375,48.992428,5.0,1,240.699996948242,0,1,0
15,8507392,4.8000001907348615,-0.07227998409271262,186.31538703716086,7.033333301544178,2,2.079537,48.992451,5.0,1,238.5,0,1,0
16,8507392,5.400000095367429,0.03335999469757076,186.3194619526364,5.433333396911621,2,2.079725,48.992481,5.0,1,237.899993896484,0,1,0
17,8507392,7.199999809265139,0.10007998409271272,186.32452916767244,5.800000031789143,2,2.079919,48.992496,5.0,1,237.5,0,1,0
18,8507392,5.800000190734861,-0.07783997879028352,186.32969321767655,6.133333365122478,2,2.080112,48.992523,5.0,1,237.899993896484,0,1,0
19,8507392,4.19999980926514,-0.0889600212097165,186.33631509212432,5.733333269755048,2,2.080204,48.992464,5.0,1,238.300003051758,0,1,0
20,8507392,3.5999999046325697,-0.033359994697570894,186.34122282004668,4.53333330154419,2,2.080298,48.992378,5.0,1,238.899993896484,1,1,0
21,8507392,5.800000190734861,0.1779200159072874,186.3504608061594,3.5333333810170497,3,2.080485,48.992534,5.0,1,264.100006103516,1,1,0
22,8507392,5.5,-0.008340005302429131,186.34650289865863,4.633333365122477,3,2.080351,48.992511,10.0,1,265.20001220703097,0,1,0
